114,"CPU(brand='AMD', model='Athlon II X4 640', cores=4, base_clock=ClockSpeed(cycles=3000000000), boost_clock=None, tdp=95, integrated_graphics=None, multithreading=False, price=<Money: 64.02 USD>)"
115,"CPU(brand='AMD', model='Athlon II X4 640', cores=4, base_clock=ClockSpeed(cycles=3000000000), boost_clock=None, tdp=95, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
116,"CPU(brand='AMD', model='Athlon II X4 641', cores=4, base_clock=ClockSpeed(cycles=2800000000), boost_clock=None, tdp=100, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
117,"CPU(brand='AMD', model='Athlon II X4 645', cores=4, base_clock=ClockSpeed(cycles=3100000000), boost_clock=None, tdp=95, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
118,"CPU(brand='AMD', model='Athlon II X4 651', cores=4, base_clock=ClockSpeed(cycles=3000000000), boost_clock=None, tdp=100, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
119,"CPU(brand='AMD', model='Athlon II X4 651K', cores=4, base_clock=ClockSpeed(cycles=3000000000), boost_clock=None, tdp=100, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
120,"CPU(brand='AMD', model='Athlon X2 340', cores=2, base_clock=ClockSpeed(cycles=3200000000), boost_clock=None, tdp=65, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
121,"CPU(brand='AMD', model='Athlon X2 350', cores=2, base_clock=ClockSpeed(cycles=3500000000), boost_clock=ClockSpeed(cycles=3900000000), tdp=65, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
122,"CPU(brand='AMD', model='Athlon X2 370K', cores=2, base_clock=ClockSpeed(cycles=4200000000), boost_clock=None, tdp=65, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
123,"CPU(brand='AMD', model='Athlon X2 450', cores=2, base_clock=ClockSpeed(cycles=3500000000), boost_clock=ClockSpeed(cycles=3900000000), tdp=65, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
124,"CPU(brand='AMD', model='Athlon X4 530', cores=4, base_clock=ClockSpeed(cycles=2000000000), boost_clock=None, tdp=25, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
125,"CPU(brand='AMD', model='Athlon X4 550', cores=4, base_clock=ClockSpeed(cycles=2200000000), boost_clock=None, tdp=25, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
126,"CPU(brand='AMD', model='Athlon X4 740', cores=4, base_clock=ClockSpeed(cycles=3200000000), boost_clock=None, tdp=65, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
127,"CPU(brand='AMD', model='Athlon X4 750K', cores=4, base_clock=ClockSpeed(cycles=3400000000), boost_clock=None, tdp=100, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
128,"CPU(brand='AMD', model='Athlon X4 760K', cores=4, base_clock=ClockSpeed(cycles=3800000000), boost_clock=ClockSpeed(cycles=4099999999), tdp=100, integrated_graphics=None, multithreading=False, price=<Money: 0.00 USD>)"
